latitude,longitude
38.536297,-121.755509
38.536857,-121.752279
38.536928,-121.752311
38.537066,-121.7523
38.537177,-121.752179
38.537273,-121.752084
38.537366,-121.752102
38.537359,-121.752165
38.53738,-121.752209
38.537558,-121.752287
38.537574,-121.752436
38.537687,-121.752417
38.53793,-121.752139
38.537897,-121.753324
38.537761,-121.754121
38.537715,-121.754134
38.537686,-121.754174
38.537682,-121.75423
38.537457,-121.754329
38.53743,-121.754389
38.537416,-121.755749
